Loyalty Number,Segment,Cluster,CLV,CLV_Tier,Churn_Probability,Risk_Tier,Formal_Churn,Behavioral_Churn,Never_Flew,Total_Flights,Activity_Rate,Flights_Trend,Months_Since_Last_Flight_at_cutoff,Redemption_Ratio,Tenure,Salary_Imputed,Card_Enc,Education_Enc,Marital_Enc
840741,New & Volatile,2,8221.87,High,0.3351523105152886,Stable,0,1,0,21,0.3333317460393046,11,0.0,0.0,2,46106.0,0,0,0
868037,Loyal Core,1,8221.87,High,0.3089711773553129,Stable,0,0,0,29,0.3448263971503547,7,0.0,0.0267038929441742,5,46106.0,0,0,0
283133,Loyal Core,1,8232.76,High,0.3246124944878407,Stable,0,0,0,28,0.2857132653097667,6,0.0,0.0,3,72900.0,0,2,1
823986,New & Volatile,2,8237.04,High,0.6838424707361076,High Risk,0,0,0,3,0.3333222225925802,3,0.0,0.0,0,68586.0,0,0,1
606563,Loyal Core,1,8237.25,High,0.2998233160672051,Stable,1,1,0,25,0.31999872000512,-7,0.0,0.0149815964602553,4,67664.0,0,2,1
619693,Loyal Core,1,8237.38,High,0.3250015464430382,Stable,0,0,0,22,0.3181803719074004,-2,2.0,0.0457466192073571,3,83775.0,0,2,1
467013,Gone Dark,0,8246.83,High,0.9526000229864164,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,77705.0,0,2,0
547649,New & Volatile,2,8253.27,High,0.3933279127001409,Watch,0,0,0,13,0.384612426058261,1,0.0,0.0,0,77550.0,0,2,1
313982,Reward Maximizers,3,8256.3,High,0.3098813247160591,Stable,0,0,0,22,0.3636347107513147,-2,0.0,0.0545905097046211,1,77935.0,0,2,1
793838,Loyal Core,1,8256.3,High,0.3104049470820175,Stable,0,0,0,23,0.3478245746757623,9,0.0,0.0352107327295007,3,77935.0,0,2,1
855883,Loyal Core,1,8256.3,High,0.3028180062851633,Stable,0,0,0,19,0.4210504155241288,-3,1.0,0.0,4,77935.0,0,2,1
425720,Loyal Core,1,8257.67,High,0.3324242235961198,Stable,0,0,0,14,0.3571403061406704,-2,2.0,0.0,5,221857.0,0,4,1
863035,Reward Maximizers,3,8265.38,High,0.4678032052057552,Watch,0,0,0,6,0.6666555557407376,0,1.0,0.0461762069971354,3,73510.0,0,1,0
249841,New & Volatile,2,8268.27,High,0.336685308137924,Stable,0,0,0,16,0.3749976562646483,-6,1.0,0.0,0,101730.0,0,2,1
684133,Loyal Core,1,8268.27,High,0.3379392095648745,Stable,0,0,0,22,0.3181803719074004,-4,3.0,0.0274093382373329,3,101730.0,0,2,1
563188,Reward Maximizers,3,8271.91,High,0.3060680028486944,Stable,0,0,0,14,0.4999964285969386,-4,0.0,0.0342798057970261,1,77943.0,0,2,1
578167,Loyal Core,1,8271.91,High,0.3092078246182891,Stable,0,0,0,21,0.3333317460393046,-9,2.0,0.0,1,77943.0,0,2,1
649972,Reward Maximizers,3,8272.33,High,0.328049425421594,Stable,1,1,0,12,0.4999958333680552,2,0.0,0.0619204157699798,2,102659.0,0,2,1
588095,Loyal Core,1,8272.49,High,0.297655012097861,Stable,0,0,0,16,0.3749976562646483,-2,1.0,0.0,4,98675.0,0,2,2
916851,Loyal Core,1,8277.64,High,0.3022359173620658,Stable,0,0,0,25,0.3599985600057599,-7,0.0,0.0131485234943611,3,90286.0,0,2,1
946001,New & Volatile,2,8278.72,High,0.6324373667273894,High Risk,0,0,0,9,0.3333296296707814,9,0.0,0.0,0,134577.0,0,4,0
578020,Reward Maximizers,3,8278.79,High,0.7240414923417469,High Risk,0,0,0,9,0.2222197531138543,9,0.0,0.1598261683594693,0,73510.0,0,1,1
631839,Loyal Core,1,8283.07,High,0.3012949853187839,Stable,0,0,0,22,0.3636347107513147,0,0.0,0.0,4,83886.0,0,2,1
170710,Reward Maximizers,3,8286.96,High,0.4128441636588079,Watch,0,0,0,8,0.499993750078124,-4,3.0,0.0526735034086079,4,61177.0,0,2,2
734226,Loyal Core,1,8286.96,High,0.3275954498618567,Stable,0,1,0,20,0.3499982500087499,-8,3.0,0.0245794883903358,5,61177.0,0,2,2
241495,New & Volatile,2,8287.68,High,0.3598055331281815,Watch,0,0,0,15,0.399997333351111,5,0.0,0.0170943869083204,0,91447.0,0,2,1
829663,New & Volatile,2,8287.68,High,0.6342578387991054,High Risk,0,0,0,6,0.3333277778703688,6,3.0,0.0302080820261261,0,91447.0,0,2,1
443231,New & Volatile,2,8288.16,High,0.3755678541405287,Watch,0,0,0,14,0.3571403061406704,4,0.0,0.0,0,56651.0,0,2,2
382748,Reward Maximizers,3,8291.66,High,0.6682886339861509,High Risk,0,0,0,3,0.3333222225925802,3,1.0,0.0767263416208249,0,94202.0,0,2,1
291336,Loyal Core,1,8294.97,High,0.3215240824189741,Stable,0,0,0,12,0.4999958333680552,2,0.0,0.0239508593199253,4,89122.0,0,2,1
481293,Loyal Core,1,8294.97,High,0.3156737802276173,Stable,0,0,0,13,0.384612426058261,-7,0.0,0.0,3,89122.0,0,2,1
377050,Loyal Core,1,8295.84,High,0.299921666062248,Stable,0,0,0,29,0.3448263971503547,5,0.0,0.0134985814140702,5,94455.0,0,2,1
481048,Loyal Core,1,8295.84,High,0.3156345169060723,Stable,0,0,0,32,0.2812491210964965,6,0.0,0.0166309409109488,3,94455.0,0,2,1
183305,New & Volatile,2,8300.71,High,0.3166060948927092,Stable,0,0,0,13,0.4615349112699133,5,0.0,0.0133647798158421,3,135971.0,0,4,0
675104,New & Volatile,2,8300.71,High,0.3137669132580229,Stable,0,0,0,16,0.3124980468872069,2,0.0,0.0,1,135971.0,0,4,0
814703,Loyal Core,1,8311.85,High,0.3042557380612631,Stable,0,0,0,16,0.4374972656420897,0,1.0,0.0153415409989585,4,64720.0,0,2,0
221643,Loyal Core,1,8314.31,High,0.3043892771475015,Stable,0,0,0,28,0.3214274234734876,2,0.0,0.0,4,61504.0,0,2,1
547802,Loyal Core,1,8317.3,High,0.3000444199984581,Stable,0,0,0,26,0.3076911242649067,2,1.0,0.0203547336658457,5,79007.0,0,2,1
733603,Reward Maximizers,3,8323.07,High,0.3298004676534825,Stable,0,0,0,15,0.399997333351111,9,0.0,0.0354792559532215,3,103066.0,0,2,2
708258,New & Volatile,2,8329.04,High,0.5987305241859021,High Risk,0,0,0,11,0.272724793410969,11,0.0,0.0,0,73510.0,0,1,0
212862,Reward Maximizers,3,8329.29,High,0.2923674320871908,Stable,0,0,0,15,0.4666635555762962,-1,0.0,0.0507177981684079,3,54492.0,0,2,1
643480,Loyal Core,1,8329.29,High,0.3230068763068319,Stable,0,0,0,15,0.3333311111259258,-5,0.0,0.0,2,54492.0,0,2,1
234562,New & Volatile,2,8332.73,High,0.3695132367239256,Watch,0,0,0,16,0.4374972656420897,4,0.0,0.0,0,73510.0,0,1,1
659536,Loyal Core,1,8337.19,High,0.3198037578789359,Stable,0,0,0,35,0.3142848163290961,7,0.0,0.0236424085157868,1,86393.0,0,2,1
683920,Loyal Core,1,8337.19,High,0.2982473872571515,Stable,0,0,0,18,0.3888867284070644,2,1.0,0.0100532601870307,3,86393.0,0,2,1
138768,Loyal Core,1,8346.02,High,0.3159996372643895,Stable,0,0,0,32,0.3124990234405517,-8,0.0,0.0228423789904141,2,61253.0,0,2,2
879185,New & Volatile,2,8355.51,High,0.330119835744775,Stable,0,0,0,31,0.2903216441237286,13,0.0,0.0100604684057445,2,68175.0,0,2,2
865803,Reward Maximizers,3,8355.64,High,0.4945260373152345,Watch,0,0,0,5,0.7999840003199936,-1,5.0,0.1059993052132781,1,73671.0,0,2,1
173531,Reward Maximizers,3,8364.56,High,0.6624673014258261,High Risk,0,0,0,2,0.9999500024998748,2,0.0,0.177226808165693,0,84678.0,0,2,1
994877,New & Volatile,2,8370.4,High,0.4874667095933551,Watch,0,0,0,8,0.374995312558593,-2,3.0,0.0,1,88626.0,0,2,2
635715,Loyal Core,1,8370.57,High,0.3097025711582533,Stable,0,0,0,14,0.4285683673688045,8,1.0,0.0,4,56354.0,0,2,1
885480,New & Volatile,2,8372.85,High,0.308058076060044,Stable,0,0,0,16,0.4999968750195311,8,0.0,0.018791245595648,1,79684.0,0,4,1
786710,New & Volatile,2,8377.5,High,0.3130596488148169,Stable,0,0,0,18,0.3333314814917695,2,1.0,0.0156314119916753,1,73510.0,0,1,1
500782,New & Volatile,2,8378.36,High,0.3055445271424109,Stable,0,0,0,23,0.4347807183447028,1,0.0,0.0174751851962459,1,61904.0,0,2,1
425472,Loyal Core,1,8382.48,High,0.2958275073644154,Stable,0,0,0,20,0.3999980000099999,0,1.0,0.0159877740081473,5,50930.0,0,2,1
445675,Loyal Core,1,8382.48,High,0.300492271470678,Stable,0,0,0,29,0.3103437574353191,-5,0.0,0.0,1,50930.0,0,2,1
115529,Loyal Core,1,8382.63,High,0.3047556869434228,Stable,0,0,0,22,0.3181803719074004,0,0.0,0.0,3,101038.0,0,3,1
358375,Gone Dark,0,8382.63,High,0.9530695202712912,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,101038.0,0,3,1
771932,New & Volatile,2,8382.63,High,0.6960734557339382,High Risk,1,1,0,1,0.999900009999,1,1.0,0.0,0,101038.0,0,3,1
820164,New & Volatile,2,8382.63,High,0.362899565914863,Watch,0,0,0,16,0.3749976562646483,8,1.0,0.0408869093623588,0,101038.0,0,3,1
869284,Loyal Core,1,8382.63,High,0.3192702057529197,Stable,0,0,0,31,0.2903216441237286,-7,0.0,0.0301018148957463,2,101038.0,0,3,1
362165,New & Volatile,2,8388.72,High,0.3075636276576617,Stable,0,0,0,21,0.3809505669020623,1,1.0,0.017240505001672,1,95659.0,0,2,1
898162,Loyal Core,1,8391.13,High,0.3039752857382428,Stable,0,0,0,27,0.3333320987700046,-11,0.0,0.0115213469356071,2,61331.0,0,2,1
509928,Loyal Core,1,8395.81,High,0.2921442914616856,Stable,0,0,0,19,0.3684191135836127,-3,0.0,0.0341911914206329,5,73510.0,0,1,1
869971,Loyal Core,1,8396.33,High,0.3024650657588307,Stable,0,0,0,25,0.3999984000063999,5,0.0,0.0213686203414101,4,73510.0,0,1,1
117342,Loyal Core,1,8400.79,High,0.3362891538064119,Stable,0,0,0,22,0.3181803719074004,0,3.0,0.0234174898425926,1,47178.0,0,2,2
634418,New & Volatile,2,8401.79,High,0.3983765935171884,Watch,0,0,0,16,0.3124980468872069,12,0.0,0.0,0,73510.0,0,1,0
141742,New & Volatile,2,8403.91,High,0.4334584251466059,Watch,0,0,0,9,0.3333296296707814,1,5.0,0.0,1,73510.0,0,1,1
256574,Reward Maximizers,3,8403.91,High,0.324928233905839,Stable,0,0,0,11,0.636357851292261,-1,1.0,0.0250686401750707,1,73510.0,0,1,1
884040,Loyal Core,1,8406.39,High,0.2999393171896817,Stable,0,0,0,22,0.3181803719074004,-6,2.0,0.0,5,63035.0,0,2,1
687170,Loyal Core,1,8406.76,High,0.3757439331478887,Watch,0,0,0,15,0.3333311111259258,-13,3.0,0.026954629014149,1,81028.0,0,2,1
153600,New & Volatile,2,8409.67,High,0.3595618987631501,Watch,0,0,0,18,0.3333314814917695,6,0.0,0.0,0,71411.0,0,2,1
271929,New & Volatile,2,8409.67,High,0.3794716767747005,Watch,0,0,0,10,0.4999950000499995,0,1.0,0.0,1,71411.0,0,2,1
761459,Loyal Core,1,8414.08,High,0.310841746853087,Stable,0,0,0,29,0.3103437574353191,7,0.0,0.0100041437084312,2,75686.0,0,2,1
185153,Loyal Core,1,8414.94,High,0.3167934161531158,Stable,0,0,0,20,0.3499982500087499,-8,2.0,0.0,1,84782.0,0,2,1
879542,Loyal Core,1,8417.1,High,0.3112010684807956,Stable,0,0,0,28,0.2499991071460459,-2,1.0,0.0223972640511373,4,55144.0,0,2,1
574899,New & Volatile,2,8420.43,High,0.3087672198009119,Stable,0,0,0,16,0.5624964843969725,4,0.0,0.0,3,282677.0,0,4,1
212484,Gone Dark,0,8427.17,High,0.8973518592913804,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,65935.0,0,2,2
969632,Reward Maximizers,3,8427.17,High,0.3347459040744496,Stable,0,0,0,14,0.4285683673688045,4,0.0,0.0879067865675654,4,65935.0,0,2,2
952938,New & Volatile,2,8427.72,High,0.3141338350445244,Stable,0,0,0,21,0.3333317460393046,5,0.0,0.0150076669113318,1,47026.0,0,2,1
200863,Reward Maximizers,3,8432.52,High,0.3109484071010128,Stable,0,0,0,13,0.4615349112699133,-5,1.0,0.0354030272490595,1,96102.0,0,2,2
308197,Loyal Core,1,8432.52,High,0.3694477374620339,Watch,0,0,0,17,0.2352927335721554,-5,4.0,0.0515060348272643,5,96102.0,0,2,2
355994,Loyal Core,1,8432.82,High,0.3243101970052139,Stable,0,0,0,17,0.3529391003582331,-5,2.0,0.0,3,186861.0,0,4,1
872774,Loyal Core,1,8434.46,High,0.3131676128661755,Stable,0,0,0,31,0.2903216441237286,1,0.0,0.0196031136506893,3,64262.0,0,2,1
386649,New & Volatile,2,8436.35,High,0.3163958251771579,Stable,0,0,0,13,0.384612426058261,-1,0.0,0.0,2,67896.0,0,2,1
520428,Reward Maximizers,3,8439.62,High,0.3174463245740313,Stable,0,0,0,25,0.3999984000063999,-5,1.0,0.0509346854084747,1,48337.0,0,2,0
297520,Reward Maximizers,3,8453.68,High,0.3554424519036194,Watch,0,0,0,13,0.3076899408466089,7,1.0,0.0632348457920509,1,75730.0,0,2,1
410963,New & Volatile,2,8453.68,High,0.3489779284607331,Stable,0,0,0,12,0.4999958333680552,0,0.0,0.0,0,75730.0,0,2,1
382980,Loyal Core,1,8457.46,High,0.2945631514689321,Stable,0,0,0,19,0.3684191135836127,-3,0.0,0.0,4,50949.0,0,2,1
791809,Loyal Core,1,8458.91,High,0.3044297148428589,Stable,0,0,0,23,0.3913026465102325,-3,0.0,0.0442885836073345,3,242540.0,0,4,1
598059,Reward Maximizers,3,8459.05,High,0.3027575598990268,Stable,0,0,0,22,0.4090890495952291,-2,0.0,0.0576347303513579,1,99753.0,0,2,1
335421,Loyal Core,1,8467.27,High,0.2906857524114185,Stable,0,0,0,15,0.4666635555762962,-1,1.0,0.0,4,52477.0,0,0,1
710255,New & Volatile,2,8467.27,High,0.3090547826566068,Stable,0,0,0,20,0.3499982500087499,2,0.0,0.0123385182906972,1,52477.0,0,0,1
280895,Loyal Core,1,8467.37,High,0.299200170660856,Stable,0,0,0,14,0.4285683673688045,8,0.0,0.0,5,73510.0,0,1,0
565040,Loyal Core,1,8470.04,High,0.3274949669159047,Stable,0,0,0,16,0.3124980468872069,-4,1.0,0.0,5,73510.0,0,1,1
781354,New & Volatile,2,8473.46,High,0.5447490308755375,High Risk,0,0,0,15,0.3333311111259258,15,0.0,0.0494025119329495,0,73510.0,0,1,0
838657,New & Volatile,2,8473.46,High,0.3257326150207664,Stable,0,0,0,12,0.4166631944733794,2,0.0,0.0251195004140108,1,73510.0,0,1,0
576576,Loyal Core,1,8474.63,High,0.3039052873492357,Stable,0,0,0,26,0.3076911242649067,-6,1.0,0.0269344542349513,1,74705.0,0,2,2
825254,New & Volatile,2,8474.63,High,0.7335966743779985,High Risk,0,0,0,5,0.1999960000799984,5,0.0,0.0,0,74705.0,0,2,2
579034,New & Volatile,2,8476.08,High,0.3421941909519776,Stable,0,0,0,19,0.3157878116430966,3,0.0,0.0165579336287896,0,52528.0,0,2,1
140977,New & Volatile,2,8476.77,High,0.4215245176056282,Watch,0,0,0,11,0.272724793410969,3,0.0,0.0,0,86057.0,0,2,1
710069,Loyal Core,1,8476.77,High,0.3391528048913566,Stable,0,0,0,13,0.384612426058261,7,0.0,0.0,5,86057.0,0,2,1
745938,Gone Dark,0,8476.81,High,0.9522332219679748,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,72312.0,0,2,1
772181,New & Volatile,2,8485.33,High,0.3328669479965493,Stable,0,0,0,12,0.4999958333680552,4,2.0,0.0,3,55767.0,0,2,0
838008,New & Volatile,2,8485.33,High,0.6827680372680882,High Risk,0,0,0,3,0.6666444451851604,3,1.0,0.0,0,55767.0,0,2,0
614063,New & Volatile,2,8485.39,High,0.3203248250507629,Stable,0,0,0,24,0.3749984375065104,6,0.0,0.0113010786123146,1,73510.0,0,1,0
779171,Loyal Core,1,8490.28,High,0.3188615852214891,Stable,0,0,0,20,0.3499982500087499,4,0.0,0.0322634779430942,3,283437.0,0,4,2
198123,Loyal Core,1,8491.47,High,0.3188184791207225,Stable,0,0,0,16,0.4999968750195311,-4,3.0,0.0268819373284281,5,73510.0,0,1,0
727095,New & Volatile,2,8491.47,High,0.3520657250182157,Watch,0,0,0,17,0.3529391003582331,11,2.0,0.0,0,73510.0,0,1,0
243751,New & Volatile,2,8495.16,High,0.3251873212067924,Stable,1,0,0,21,0.4285693877648202,9,0.0,0.0238143085620261,2,49316.0,0,2,2
294580,Loyal Core,1,8496.36,High,0.3024862752888497,Stable,0,0,0,28,0.3571415816372084,-4,0.0,0.0,4,96956.0,0,2,2
406294,Reward Maximizers,3,8509.45,High,0.3075032836433702,Stable,0,0,0,28,0.3928557398009293,2,0.0,0.0557512279735118,4,73510.0,0,1,0
675710,Gone Dark,0,8509.45,High,0.9487021423184832,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,73510.0,0,1,0
368591,Loyal Core,1,8509.85,High,0.3066176213740002,Stable,0,0,0,20,0.3499982500087499,-4,1.0,0.0,3,250253.0,0,4,2
437086,Loyal Core,1,8509.85,High,0.2963765992580782,Stable,0,0,0,20,0.3999980000099999,-2,1.0,0.0119209205903779,5,250253.0,0,4,2
579318,Loyal Core,1,8509.85,High,0.2952549690530187,Stable,0,0,0,21,0.4285693877648202,-1,0.0,0.0163145225559921,5,250253.0,0,4,2
721456,Gone Dark,0,8509.85,High,0.9020586096308196,High Risk,1,0,0,0,0.0,0,999.0,0.0,0,250253.0,0,4,2
296146,Loyal Core,1,8513.59,High,0.3425378850789336,Stable,0,0,0,12,0.3333305555787035,8,2.0,0.0201038328725072,4,75248.0,0,2,1
165827,New & Volatile,2,8520.15,High,0.4123695644737984,Watch,0,0,0,14,0.3571403061406704,12,0.0,0.0,2,73510.0,0,1,2
297427,Gone Dark,0,8528.29,High,0.9506938412773098,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,98569.0,0,2,0
299769,New & Volatile,2,8532.99,High,0.6727664848454905,High Risk,0,0,0,3,0.6666444451851604,3,0.0,0.0,0,53926.0,0,2,1
208967,Loyal Core,1,8534.79,High,0.2983609548666144,Stable,0,0,0,27,0.2962951989066707,9,0.0,0.0269297735724614,5,66537.0,0,2,1
667860,Loyal Core,1,8535.11,High,0.3205467057234606,Stable,0,0,0,17,0.2941159169651943,-13,1.0,0.0200996464672331,4,72731.0,0,2,0
769030,Reward Maximizers,3,8535.11,High,0.4318851487241111,Watch,0,0,0,7,0.7142755103498521,-3,4.0,0.1079089094972228,5,70853.0,0,2,2
966891,New & Volatile,2,8544.41,High,0.3560692772011312,Watch,0,0,0,15,0.399997333351111,7,0.0,0.0,0,52559.0,0,2,0
253210,Reward Maximizers,3,8545.61,High,0.4340513267485565,Watch,0,0,0,9,0.4444395062277086,-5,0.0,0.1010598426179226,1,57851.0,0,2,1
368118,Gone Dark,0,8548.3,High,0.9025003193996246,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,70730.0,0,2,0
217862,New & Volatile,2,8563.97,High,0.3138371907418172,Stable,0,0,0,28,0.2857132653097667,8,0.0,0.0119824959058297,1,98604.0,0,2,1
296997,Loyal Core,1,8564.77,High,0.3011950418950136,Stable,0,0,0,13,0.4615349112699133,3,1.0,0.0,4,101933.0,0,2,1
316752,Reward Maximizers,3,8564.77,High,0.3018690509089096,Stable,0,0,0,19,0.4210504155241288,3,0.0,0.0393506372045596,1,101933.0,0,2,1
771757,Loyal Core,1,8564.77,High,0.3195058243062486,Stable,0,0,0,33,0.242423507807552,-1,0.0,0.012756804833848,5,101933.0,0,2,1
482525,Loyal Core,1,8566.42,High,0.3291665117264357,Stable,0,0,0,23,0.2608684310068217,11,0.0,0.0239981989014038,3,104827.0,0,2,1
822102,Reward Maximizers,3,8578.36,High,0.7260762749716656,High Risk,0,0,0,2,0.4999750012499374,2,0.0,0.9746239685503788,0,89040.0,0,2,1
541239,New & Volatile,2,8579.89,High,0.652513074275732,High Risk,0,0,0,7,0.4285653062099113,7,0.0,0.0,0,196703.0,0,4,2
783145,New & Volatile,2,8581.28,High,0.3151015148746531,Stable,0,0,0,15,0.5333297778014814,1,0.0,0.0,2,76565.0,0,0,1
195806,Loyal Core,1,8581.64,High,0.2857428471497834,Stable,0,0,0,24,0.3333319444502314,-10,0.0,0.0,5,80543.0,0,2,1
792698,New & Volatile,2,8586.66,High,0.3362495894861168,Stable,0,0,0,17,0.3529391003582331,9,2.0,0.0140331642756388,1,73510.0,0,1,1
198836,Loyal Core,1,8586.8,High,0.3170201256158722,Stable,0,0,0,23,0.304346502841292,5,2.0,0.0185295652131475,2,60208.0,0,2,1
838232,New & Volatile,2,8591.31,High,0.3048808592749424,Stable,0,0,0,26,0.3846139053311333,8,0.0,0.0107847240765648,1,73510.0,0,1,0
277494,Loyal Core,1,8595.15,High,0.3135838041720147,Stable,0,0,0,33,0.3333323232353841,-5,1.0,0.0261046049873918,1,52718.0,0,2,1
535367,Loyal Core,1,8595.15,High,0.3853966786688918,Watch,0,0,0,11,0.363633057881292,-9,5.0,0.0,1,52718.0,0,2,1
292618,Reward Maximizers,3,8596.57,High,0.3197356280248997,Stable,0,0,0,25,0.31999872000512,1,0.0,0.0645206533960282,1,50775.0,0,2,0
767416,Loyal Core,1,8596.92,High,0.300800419105969,Stable,0,0,0,20,0.2999985000074999,2,0.0,0.0,4,71228.0,0,2,1
398086,Loyal Core,1,8598.19,High,0.3027353575546653,Stable,0,0,0,24,0.2916654513939525,-4,1.0,0.0,3,59796.0,0,2,1
444894,Reward Maximizers,3,8598.19,High,0.3062931042166916,Stable,0,0,0,20,0.2999985000074999,0,1.0,0.0460745779103789,3,59796.0,0,2,1
958687,New & Volatile,2,8605.5,High,0.3076619244105514,Stable,0,0,0,15,0.399997333351111,1,0.0,0.0,2,66730.0,0,2,1
664379,Reward Maximizers,3,8609.16,High,0.3511101029125734,Watch,0,0,0,9,0.5555493827846357,-1,1.0,0.0564618995873655,5,89781.0,0,2,1
798814,New & Volatile,2,8609.16,High,0.5511532180770944,High Risk,0,0,0,16,0.3124980468872069,16,0.0,0.0200208100892655,0,89781.0,0,2,1
439566,New & Volatile,2,8613.46,High,0.3094763177205373,Stable,0,0,0,19,0.3157878116430966,5,0.0,0.0,1,59184.0,0,2,1
330433,Loyal Core,1,8614.69,High,0.3062043375535148,Stable,0,0,0,29,0.3103437574353191,7,1.0,0.0,5,78900.0,0,2,1
951458,New & Volatile,2,8614.69,High,0.3024026511930771,Stable,0,0,0,21,0.3809505669020623,5,0.0,0.0330627597404383,1,78900.0,0,2,1
527712,Loyal Core,1,8621.19,High,0.3148329817450407,Stable,0,0,0,25,0.3599985600057599,1,0.0,0.0083323507284275,1,73510.0,0,1,0
675538,New & Volatile,2,8622.84,High,0.3221945024231178,Stable,0,0,0,17,0.3529391003582331,7,2.0,0.0,3,103151.0,0,2,0
867070,Reward Maximizers,3,8622.84,High,0.639901798846119,High Risk,0,0,0,5,0.5999880002399952,5,0.0,0.0648354085316346,0,103151.0,0,2,0
415341,New & Volatile,2,8628.3,High,0.341071381430913,Stable,0,0,0,20,0.3999980000099999,16,0.0,0.0240163325017953,2,73510.0,0,1,0
655263,Gone Dark,0,8630.05,High,0.9474181951431172,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,49516.0,0,2,2
699343,New & Volatile,2,8630.05,High,0.4226834855506639,Watch,0,0,0,9,0.3333296296707814,1,3.0,0.0,2,49516.0,0,2,2
201561,New & Volatile,2,8632.78,High,0.7124117871545285,High Risk,0,0,0,5,0.1999960000799984,5,0.0,0.0,0,102301.0,0,2,1
782719,Loyal Core,1,8634.36,High,0.2963574642989976,Stable,0,0,0,22,0.4090890495952291,0,0.0,0.039016968283519,5,237790.0,0,4,0
456360,Loyal Core,1,8635.4,High,0.3100234260956271,Stable,0,0,0,21,0.3333317460393046,1,0.0,0.0,4,45580.0,0,0,1
360017,New & Volatile,2,8639.5,High,0.323469451245979,Stable,0,0,0,19,0.3684191135836127,7,1.0,0.0,2,99502.0,0,2,2
123115,Reward Maximizers,3,8646.5,High,0.3648188770875751,Watch,0,0,0,11,0.545449586821938,1,3.0,0.087957939681566,5,78830.0,0,2,1
136022,Loyal Core,1,8646.5,High,0.3195560195047025,Stable,0,0,0,27,0.2962951989066707,7,2.0,0.0156462584608265,4,78830.0,0,2,1
140419,Reward Maximizers,3,8646.5,High,0.310152492656016,Stable,0,0,0,18,0.3333314814917695,10,0.0,0.0491080974928002,1,78830.0,0,2,1
263569,Reward Maximizers,3,8646.5,High,0.4556165202423009,Watch,0,0,0,6,0.8333194446759221,-4,2.0,0.0566315783512465,2,78830.0,0,2,1
424208,Loyal Core,1,8646.5,High,0.3034727252929637,Stable,0,0,0,15,0.399997333351111,3,0.0,0.0208498632599406,3,78830.0,0,2,1
576294,Loyal Core,1,8646.5,High,0.3049678651221615,Stable,0,0,0,14,0.5714244898250727,-6,1.0,0.0196093779810975,3,78830.0,0,2,1
328668,Loyal Core,1,8649.7,High,0.315086629322522,Stable,0,0,0,25,0.31999872000512,1,0.0,0.0266906043220003,4,100976.0,0,2,1
113864,Reward Maximizers,3,8652.65,High,0.6929732402283204,High Risk,0,0,0,4,0.2499937501562461,4,0.0,0.1082709869436619,0,79913.0,0,2,1
554449,Reward Maximizers,3,8653.3,High,0.6825298756003539,High Risk,0,0,0,6,0.3333277778703688,6,0.0,0.068772621441714,0,61453.0,0,0,1
123784,Gone Dark,0,8658.86,High,0.951053550933202,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,77615.0,0,2,1
142715,Reward Maximizers,3,8658.86,High,0.3523666290243607,Watch,0,0,0,18,0.3888867284070644,12,0.0,0.0785407919635622,1,77615.0,0,2,1
185815,Gone Dark,0,8658.86,High,0.951053550933202,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,77615.0,0,2,1
763403,Loyal Core,1,8658.86,High,0.3137404271354225,Stable,0,0,0,22,0.3636347107513147,8,0.0,0.0370943158573285,3,77615.0,0,2,1
237303,New & Volatile,2,8660.84,High,0.3387772394275181,Stable,0,0,0,13,0.5384573964815655,5,1.0,0.0189685832089761,0,90208.0,0,2,1
603446,Loyal Core,1,8663.55,High,0.2974849673563841,Stable,0,0,0,23,0.3913026465102325,3,0.0,0.0165366034419156,5,100315.0,0,2,1
675616,Reward Maximizers,3,8663.55,High,0.3120599950801391,Stable,0,0,0,18,0.4444419753223593,-10,0.0,0.0516368543808889,3,100315.0,0,2,1
892967,Reward Maximizers,3,8665.96,High,0.4311770937380716,Watch,0,0,0,7,0.5714204082798817,-5,4.0,0.0624518854652436,2,62028.0,0,2,1
312568,Loyal Core,1,8667.09,High,0.3501177439473112,Watch,0,0,0,24,0.2916654513939525,16,0.0,0.0174929431529182,4,54850.0,0,2,1
406287,New & Volatile,2,8668.61,High,0.5699453497414464,High Risk,1,1,0,11,0.363633057881292,11,0.0,0.0,0,47620.0,0,2,1
294642,Loyal Core,1,8672.23,High,0.3005745677311605,Stable,0,0,0,21,0.4285693877648202,3,0.0,0.0147018785161919,2,73510.0,0,1,0
848159,Loyal Core,1,8672.23,High,0.3241739101928692,Stable,0,0,0,37,0.2702695398120545,7,0.0,0.0258575908077465,3,73510.0,0,1,0
552747,Reward Maximizers,3,8672.81,High,0.5927475845365201,High Risk,0,0,0,8,0.499993750078124,8,0.0,0.0965792972316366,0,73510.0,0,1,0
