Loyalty Number,Male_Enc,Education_Enc,Marital_Enc,Card_Enc,Salary_Imputed,Salary_Was_Imputed,CLV,Tenure,Promo_Enroll,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Avg_Flights_Month,Max_Flights_Month,Active_Months,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight_at_cutoff,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Flights_H1,Flights_H2,Flights_Trend,Churn,Formal_Churn,Behavioral_Churn,Never_Flew
872774,0,2,1,0,64262.0,False,8434.46,3,0,31,45605,45605.0,894,2.5833333333333335,6,9,0.29032164412372863,0.01960311365068937,1471.1242866958494,0.0,5.0,10.0,8.0,8.0,15,16,1,0,0,0,0
386649,1,2,1,0,67896.0,False,8436.35,2,0,13,22567,22567.0,0,1.0833333333333333,4,5,0.38461242605826107,0.0,1735.9097237713556,0.0,5.0,2.0,4.0,2.0,7,6,-1,0,0,0,0
520428,1,2,0,0,48337.0,False,8439.62,1,0,25,39639,39639.0,2019,2.0833333333333335,6,10,0.39999840000639997,0.050934685408474775,1585.5536577853688,1.0,9.0,6.0,8.0,2.0,15,10,-5,0,0,0,0
297520,1,2,1,0,75730.0,False,8453.68,1,0,13,16415,16415.0,1038,1.0833333333333333,5,4,0.3076899408466089,0.0632348457920509,1262.6825947492712,1.0,3.0,0.0,9.0,1.0,3,10,7,0,0,0,0
410963,0,2,1,0,75730.0,False,8453.68,0,0,12,14018,14018.0,0,1.0,4,6,0.49999583336805525,0.0,1168.1569320255664,0.0,5.0,1.0,0.0,6.0,6,6,0,0,0,0,0
382980,1,2,1,0,50949.0,False,8457.46,4,0,19,28258,28258.0,0,1.5833333333333333,5,7,0.36841911358361273,0.0,1487.255330235104,0.0,6.0,5.0,2.0,6.0,11,8,-3,0,0,0,0
791809,0,4,1,0,242540.0,False,8458.91,3,0,23,30369,30369.0,1345,1.9166666666666667,6,9,0.39130264651023255,0.04428858360733451,1320.3855635410282,0.0,5.0,8.0,4.0,6.0,13,10,-3,0,0,0,0
598059,1,2,1,0,99753.0,False,8459.05,1,0,22,30728,30728.0,1771,1.8333333333333333,5,9,0.4090890495952291,0.057634730351357945,1396.7209239958,0.0,4.0,8.0,6.0,4.0,12,10,-2,0,0,0,0
335421,1,0,1,0,52477.0,False,8467.27,4,0,15,25938,25938.0,0,1.25,4,7,0.4666635555762962,0.0,1729.1884720768528,1.0,4.0,4.0,3.0,4.0,8,7,-1,0,0,0,0
710255,1,0,1,0,52477.0,False,8467.27,1,0,20,37930,37930.0,468,1.6666666666666667,5,7,0.34999825000874996,0.01233851829069729,1896.4905175474123,0.0,5.0,4.0,3.0,8.0,9,11,2,0,0,0,0
280895,0,1,0,0,73510.0,True,8467.37,5,0,14,21672,21672.0,0,1.1666666666666667,5,6,0.4285683673688045,0.0,1547.988942936122,0.0,1.0,2.0,9.0,2.0,3,11,8,0,0,0,0
565040,0,1,1,0,73510.0,True,8470.04,5,0,16,31229,31229.0,0,1.3333333333333333,6,5,0.31249804688720695,0.0,1951.8003012481172,1.0,2.0,8.0,5.0,1.0,10,6,-4,0,0,0,0
781354,0,1,0,0,73510.0,True,8473.46,0,0,15,26193,26193.0,1294,1.25,5,5,0.33333111112592584,0.049402511932949596,1746.188358744275,0.0,0.0,0.0,9.0,6.0,0,15,15,0,0,0,0
838657,0,1,0,0,73510.0,True,8473.46,1,0,12,20502,20502.0,515,1.0,4,5,0.4166631944733794,0.025119500414010825,1708.485762618645,0.0,1.0,4.0,6.0,1.0,5,7,2,0,0,0,0
576576,1,2,2,0,74705.0,False,8474.63,1,0,26,38538,38538.0,1038,2.1666666666666665,5,8,0.3076911242649067,0.026934454234951336,1482.2250683651216,1.0,7.0,9.0,5.0,5.0,16,10,-6,0,0,0,0
825254,0,2,2,0,74705.0,False,8474.63,0,0,5,4565,4565.0,0,0.4166666666666667,5,1,0.1999960000799984,0.0,912.9817403651928,0.0,0.0,0.0,0.0,5.0,0,5,5,0,0,0,0
579034,1,2,1,0,52528.0,False,8476.08,0,0,19,26211,26211.0,434,1.5833333333333333,5,6,0.3157878116430966,0.01655793362878969,1379.5190551628675,0.0,3.0,5.0,2.0,9.0,8,11,3,0,0,0,0
140977,1,2,1,0,86057.0,False,8476.77,0,0,11,23775,23775.0,0,0.9166666666666666,4,3,0.272724793410969,0.0,2161.343987781929,0.0,0.0,4.0,4.0,3.0,4,7,3,0,0,0,0
710069,0,2,1,0,86057.0,False,8476.77,5,0,13,18405,18405.0,0,1.0833333333333333,5,5,0.38461242605826107,0.0,1415.7583403204592,0.0,3.0,0.0,4.0,6.0,3,10,7,0,0,0,0
745938,1,2,1,0,72312.0,False,8476.81,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
772181,1,2,0,0,55767.0,False,8485.33,3,0,12,12568,12568.0,0,1.0,4,6,0.49999583336805525,0.0,1047.3246056282865,2.0,3.0,1.0,4.0,4.0,4,8,4,0,0,0,0
838008,0,2,0,0,55767.0,False,8485.33,0,0,3,3034,3034.0,0,0.25,2,2,0.6666444451851604,0.0,1011.2996233458884,1.0,0.0,0.0,2.0,1.0,0,3,3,0,0,0,0
614063,0,1,0,0,73510.0,True,8485.39,1,0,24,44686,44686.0,505,2.0,5,9,0.3749984375065104,0.011301078612314644,1861.9089087128805,0.0,8.0,1.0,7.0,8.0,9,15,6,0,0,0,0
779171,0,4,2,0,283437.0,False,8490.28,3,0,20,23835,23835.0,769,1.6666666666666667,6,7,0.34999825000874996,0.03226347794309428,1191.7440412797937,0.0,2.0,6.0,5.0,7.0,8,12,4,0,0,0,0
198123,0,1,0,0,73510.0,True,8491.47,5,0,16,24775,24775.0,666,1.3333333333333333,4,8,0.49999687501953116,0.026881937328428102,1548.4278223261106,3.0,2.0,8.0,6.0,0.0,10,6,-4,0,0,0,0
727095,1,1,0,0,73510.0,True,8491.47,0,0,17,28378,28378.0,0,1.4166666666666667,6,6,0.35293910035823317,0.0,1669.2842983276569,2.0,1.0,2.0,11.0,3.0,3,14,11,0,0,0,0
243751,1,2,2,0,49316.0,False,8495.16,2,0,21,19904,19904.0,474,1.75,5,9,0.4285693877648202,0.023814308562026182,947.8050104523312,0.0,4.0,2.0,6.0,9.0,6,15,9,1,1,0,0
294580,1,2,2,0,96956.0,False,8496.36,4,0,28,45236,45236.0,0,2.3333333333333335,5,10,0.35714158163720844,0.0,1615.565658694076,0.0,8.0,8.0,1.0,11.0,16,12,-4,0,0,0,0
406294,0,1,0,0,73510.0,True,8509.45,4,0,28,43156,43156.0,2406,2.3333333333333335,5,11,0.3928557398009293,0.05575122797351185,1541.2802097135368,0.0,10.0,3.0,9.0,6.0,13,15,2,0,0,0,0
675710,1,1,0,0,73510.0,True,8509.45,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
368591,1,4,2,0,250253.0,False,8509.85,3,0,20,26052,26052.0,0,1.6666666666666667,6,7,0.34999825000874996,0.0,1302.5934870325648,1.0,1.0,11.0,2.0,6.0,12,8,-4,0,0,0,0
437086,1,4,2,0,250253.0,False,8509.85,5,0,20,33890,33890.0,404,1.6666666666666667,4,8,0.39999800000999997,0.011920920590377927,1694.4915275423623,1.0,6.0,5.0,5.0,4.0,11,9,-2,0,0,0,0
579318,1,4,2,0,250253.0,False,8509.85,5,0,21,37390,37390.0,610,1.75,4,9,0.4285693877648202,0.016314522555992184,1780.467712058514,0.0,1.0,10.0,6.0,4.0,11,10,-1,0,0,0,0
721456,1,4,2,0,250253.0,False,8509.85,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
296146,1,2,1,0,75248.0,False,8513.59,4,0,12,18106,18106.0,364,1.0,6,4,0.3333305555787035,0.020103832872507273,1508.8207598270014,2.0,1.0,1.0,6.0,4.0,2,10,8,0,0,0,0
165827,1,1,2,0,73510.0,True,8520.15,2,0,14,27651,27651.0,0,1.1666666666666667,5,5,0.35714030614067044,0.0,1975.0573210191355,0.0,0.0,1.0,8.0,5.0,1,13,12,0,0,0,0
297427,0,2,0,0,98569.0,False,8528.29,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
299769,0,2,1,0,53926.0,False,8532.99,0,0,3,5099,5099.0,0,0.25,2,2,0.6666444451851604,0.0,1699.6100129995666,0.0,0.0,0.0,0.0,3.0,0,3,3,0,0,0,0
208967,0,2,1,0,66537.0,False,8534.79,5,0,27,34460,34460.0,928,2.25,5,8,0.2962951989066707,0.02692977357246148,1276.2915692904842,0.0,5.0,4.0,8.0,10.0,9,18,9,0,0,0,0
667860,0,2,0,0,72731.0,False,8535.11,4,0,17,23483,23483.0,472,1.4166666666666667,6,5,0.29411591696519435,0.02009964646723312,1381.3448156187317,1.0,5.0,10.0,0.0,2.0,15,2,-13,0,0,0,0
769030,1,2,2,0,70853.0,False,8535.11,5,0,7,10583,10583.0,1142,0.5833333333333334,2,5,0.7142755103498521,0.10790890949722282,1511.835545206497,4.0,3.0,2.0,2.0,0.0,5,2,-3,0,0,0,0
966891,0,2,0,0,52559.0,False,8544.41,0,0,15,25142,25142.0,0,1.25,4,6,0.399997333351111,0.0,1676.1221591856054,0.0,0.0,4.0,5.0,6.0,4,11,7,0,0,0,0
253210,0,2,1,0,57851.0,False,8545.61,1,0,9,9341,9341.0,944,0.75,5,4,0.4444395062277086,0.10105984261792268,1037.8773569182565,0.0,2.0,5.0,1.0,1.0,7,2,-5,0,0,0,0
368118,1,2,0,0,70730.0,False,8548.3,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
217862,1,2,1,0,98604.0,False,8563.97,1,0,28,43647,43647.0,523,2.3333333333333335,6,8,0.28571326530976676,0.011982495905829735,1558.8158613719236,0.0,7.0,3.0,10.0,8.0,10,18,8,0,0,0,0
296997,1,2,1,0,101933.0,False,8564.77,4,0,13,18290,18290.0,0,1.0833333333333333,4,6,0.4615349112699133,0.0,1406.9122545211192,1.0,3.0,2.0,2.0,6.0,5,8,3,0,0,0,0
316752,0,2,1,0,101933.0,False,8564.77,1,0,19,32401,32401.0,1275,1.5833333333333333,6,8,0.4210504155241288,0.03935063720455962,1705.3068141746623,0.0,5.0,3.0,6.0,5.0,8,11,3,0,0,0,0
771757,1,2,1,0,101933.0,False,8564.77,5,0,33,40449,40449.0,516,2.75,6,8,0.24242350780755206,0.012756804833848044,1225.7235584134592,0.0,8.0,9.0,8.0,8.0,17,16,-1,0,0,0,0
482525,1,2,1,0,104827.0,False,8566.42,3,0,23,22210,22210.0,533,1.9166666666666667,6,6,0.2608684310068217,0.023998198901403877,965.647975443585,0.0,2.0,4.0,11.0,6.0,6,17,11,0,0,0,0
822102,1,2,1,0,89040.0,False,8578.36,0,0,2,1064,1064.0,1037,0.16666666666666666,2,1,0.49997500124993743,0.9746239685503789,531.9734013299335,0.0,0.0,0.0,0.0,2.0,0,2,2,0,0,0,0
541239,0,4,2,0,196703.0,False,8579.89,0,0,7,5441,5441.0,0,0.5833333333333334,4,3,0.4285653062099113,0.0,777.2746103627092,0.0,0.0,0.0,1.0,6.0,0,7,7,0,0,0,0
783145,1,0,1,0,76565.0,False,8581.28,2,0,15,15940,15940.0,0,1.25,3,8,0.5333297778014814,0.0,1062.6595822694514,0.0,2.0,5.0,5.0,3.0,7,8,1,0,0,0,0
195806,0,2,1,0,80543.0,False,8581.64,5,0,24,32747,32747.0,0,2.0,5,8,0.33333194445023145,0.0,1364.4526481139662,0.0,3.0,14.0,2.0,5.0,17,7,-10,0,0,0,0
792698,0,1,1,0,73510.0,True,8586.66,1,0,17,36485,36485.0,512,1.4166666666666667,4,6,0.35293910035823317,0.014033164275638855,2146.163846095023,2.0,1.0,3.0,12.0,1.0,4,13,9,0,0,0,0
198836,1,2,1,0,60208.0,False,8586.8,2,0,23,26822,26822.0,497,1.9166666666666667,5,7,0.304346502841292,0.018529565213147546,1166.168842744162,2.0,4.0,5.0,10.0,4.0,9,14,5,0,0,0,0
838232,1,1,0,0,73510.0,True,8591.31,1,0,26,40613,40613.0,438,2.1666666666666665,5,10,0.3846139053311333,0.010784724076564835,1562.0324537213319,0.0,3.0,6.0,7.0,10.0,9,17,8,0,0,0,0
277494,0,2,1,0,52718.0,False,8595.15,1,0,33,42866,42866.0,1119,2.75,6,11,0.3333323232353841,0.026104604987391863,1298.9657607098159,1.0,10.0,9.0,10.0,4.0,19,14,-5,0,0,0,0
535367,0,2,1,0,52718.0,False,8595.15,1,0,11,17337,17337.0,0,0.9166666666666666,6,4,0.363633057881292,0.0,1576.0765811219899,5.0,2.0,8.0,1.0,0.0,10,1,-9,0,0,0,0
292618,1,2,0,0,50775.0,False,8596.57,1,0,25,28518,28518.0,1840,2.0833333333333335,6,8,0.31999872000512,0.06452065339602828,1140.7154371382514,0.0,8.0,4.0,9.0,4.0,12,13,1,0,0,0,0
767416,0,2,1,0,71228.0,False,8596.92,4,0,20,30736,30736.0,0,1.6666666666666667,5,6,0.29999850000749995,0.0,1536.7923160384198,0.0,4.0,5.0,3.0,8.0,9,11,2,0,0,0,0
398086,1,2,1,0,59796.0,False,8598.19,3,0,24,30878,30878.0,0,2.0,4,7,0.2916654513939525,0.0,1286.577972591781,1.0,7.0,7.0,3.0,7.0,14,10,-4,0,0,0,0
444894,0,2,1,0,59796.0,False,8598.19,3,0,20,30277,30277.0,1395,1.6666666666666667,4,6,0.29999850000749995,0.04607457791037891,1513.842430787846,1.0,7.0,3.0,4.0,6.0,10,10,0,0,0,0,0
958687,1,2,1,0,66730.0,False,8605.5,2,0,15,18249,18249.0,0,1.25,5,6,0.399997333351111,0.0,1216.591889387404,0.0,2.0,5.0,1.0,7.0,7,8,1,0,0,0,0
664379,1,2,1,0,89781.0,False,8609.16,5,0,9,14895,14895.0,841,0.75,3,5,0.5555493827846357,0.05646189958736556,1654.98161131543,1.0,3.0,2.0,2.0,2.0,5,4,-1,0,0,0,0
798814,0,2,1,0,89781.0,False,8609.16,0,0,16,27871,27871.0,558,1.3333333333333333,7,5,0.31249804688720695,0.020020810089265508,1741.926612958669,0.0,0.0,0.0,9.0,7.0,0,16,16,0,0,0,0
439566,1,2,1,0,59184.0,False,8613.46,1,0,19,38372,38372.0,0,1.5833333333333333,6,6,0.3157878116430966,0.0,2019.568318061484,0.0,1.0,6.0,5.0,7.0,7,12,5,0,0,0,0
330433,0,2,1,0,78900.0,False,8614.69,5,0,29,44386,44386.0,0,2.4166666666666665,6,9,0.31034375743531917,0.0,1530.5464463915641,1.0,7.0,4.0,15.0,3.0,11,18,7,0,0,0,0
951458,1,2,1,0,78900.0,False,8614.69,1,0,21,30306,30306.0,1002,1.75,4,8,0.38095056690206236,0.033062759740438326,1443.1359850667377,0.0,5.0,3.0,8.0,5.0,8,13,5,0,0,0,0
527712,1,1,0,0,73510.0,True,8621.19,1,0,25,50886,50886.0,424,2.0833333333333335,5,9,0.35999856000575997,0.008332350728427562,2035.4318582725668,0.0,3.0,9.0,7.0,6.0,12,13,1,0,0,0,0
675538,1,2,0,0,103151.0,False,8622.84,3,0,17,23726,23726.0,0,1.4166666666666667,4,6,0.35293910035823317,0.0,1395.6388491832402,2.0,1.0,4.0,10.0,2.0,5,12,7,0,0,0,0
867070,0,2,0,0,103151.0,False,8622.84,0,0,5,8992,8992.0,583,0.4166666666666667,2,3,0.5999880002399952,0.06483540853163469,1798.3640327193457,0.0,0.0,0.0,0.0,5.0,0,5,5,0,0,0,0
415341,0,1,0,0,73510.0,True,8628.3,2,0,20,26940,26940.0,647,1.6666666666666667,5,8,0.39999800000999997,0.02401633250179535,1346.9932650336748,0.0,1.0,1.0,9.0,9.0,2,18,16,0,0,0,0
655263,0,2,2,0,49516.0,False,8630.05,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
699343,0,2,2,0,49516.0,False,8630.05,2,0,9,13908,13908.0,0,0.75,4,3,0.33332962967078145,0.0,1545.3161631537428,3.0,4.0,0.0,5.0,0.0,4,5,1,0,0,0,0
201561,0,2,1,0,102301.0,False,8632.78,0,0,5,5465,5465.0,0,0.4166666666666667,5,1,0.1999960000799984,0.0,1092.9781404371913,0.0,0.0,0.0,0.0,5.0,0,5,5,0,0,0,0
782719,1,4,0,0,237790.0,False,8634.36,5,0,22,38778,38778.0,1513,1.8333333333333333,4,9,0.4090890495952291,0.03901696828351909,1762.6283516893104,0.0,3.0,8.0,4.0,7.0,11,11,0,0,0,0,0
456360,0,0,1,0,45580.0,False,8635.4,4,0,21,28705,28705.0,0,1.75,5,7,0.3333317460393046,0.0,1366.8982528654626,0.0,2.0,8.0,3.0,8.0,10,11,1,0,0,0,0
360017,0,2,2,0,99502.0,False,8639.5,2,0,19,33154,33154.0,0,1.5833333333333333,6,7,0.36841911358361273,0.0,1744.938184535871,1.0,6.0,0.0,10.0,3.0,6,13,7,0,0,0,0
123115,0,2,1,0,78830.0,False,8646.5,5,0,11,11983,11983.0,1054,0.9166666666666666,4,6,0.545449586821938,0.08795793968156607,1089.3537331478806,3.0,4.0,1.0,6.0,0.0,5,6,1,0,0,0,0
136022,0,2,1,0,78830.0,False,8646.5,4,0,27,36750,36750.0,575,2.25,6,8,0.2962951989066707,0.01564625846082651,1361.1060699775187,2.0,5.0,5.0,14.0,3.0,10,17,7,0,0,0,0
140419,0,2,1,0,78830.0,False,8646.5,1,0,18,23377,23377.0,1148,1.5,4,6,0.3333314814917695,0.0491080974928002,1298.7150071388492,0.0,1.0,3.0,8.0,6.0,4,14,10,0,0,0,0
263569,0,2,1,0,78830.0,False,8646.5,2,0,6,9500,9500.0,538,0.5,2,5,0.8333194446759221,0.05663157835124655,1583.306944884252,2.0,2.0,3.0,0.0,1.0,5,1,-4,0,0,0,0
424208,0,2,1,0,78830.0,False,8646.5,3,0,15,22686,22686.0,473,1.25,5,6,0.399997333351111,0.020849863259940652,1512.3899174005508,0.0,5.0,1.0,4.0,5.0,6,9,3,0,0,0,0
576294,0,2,1,0,78830.0,False,8646.5,3,0,14,25549,25549.0,501,1.1666666666666667,3,8,0.5714244898250727,0.019609377981097586,1824.9155363175978,1.0,6.0,4.0,1.0,3.0,10,4,-6,0,0,0,0
328668,0,2,1,0,100976.0,False,8649.7,4,0,25,25065,25065.0,669,2.0833333333333335,5,8,0.31999872000512,0.02669060432200038,1002.5959896160415,0.0,1.0,11.0,5.0,8.0,12,13,1,0,0,0,0
113864,1,2,1,0,79913.0,False,8652.65,0,0,4,4812,4812.0,521,0.3333333333333333,4,1,0.24999375015624611,0.10827098694366194,1202.9699257518562,0.0,0.0,0.0,0.0,4.0,0,4,4,0,0,0,0
554449,1,0,1,0,61453.0,False,8653.3,0,0,6,6078,6078.0,418,0.5,4,2,0.3333277778703688,0.06877262144171402,1012.9831169480509,0.0,0.0,0.0,2.0,4.0,0,6,6,0,0,0,0
123784,0,2,1,0,77615.0,False,8658.86,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
142715,0,2,1,0,77615.0,False,8658.86,1,0,18,21683,21683.0,1703,1.5,4,7,0.3888867284070644,0.07854079196356227,1204.6044188643396,0.0,3.0,0.0,6.0,9.0,3,15,12,0,0,0,0
185815,0,2,1,0,77615.0,False,8658.86,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
763403,0,2,1,0,77615.0,False,8658.86,3,0,22,44616,44616.0,1655,1.8333333333333333,6,8,0.36363471075131476,0.0370943158573285,2027.9907818600825,0.0,3.0,4.0,9.0,6.0,7,15,8,0,0,0,0
237303,0,2,1,0,90208.0,False,8660.84,0,0,13,25305,25305.0,480,1.0833333333333333,4,7,0.5384573964815655,0.018968583208976156,1946.5234882808595,1.0,1.0,3.0,4.0,5.0,4,9,5,0,0,0,0
603446,0,2,1,0,100315.0,False,8663.55,5,0,23,32292,32292.0,534,1.9166666666666667,6,9,0.39130264651023255,0.016536603441915633,1403.9938956787144,0.0,1.0,9.0,8.0,5.0,10,13,3,0,0,0,0
675616,0,2,1,0,100315.0,False,8663.55,3,0,18,32593,32593.0,1683,1.5,5,8,0.44444197532235935,0.051636854380888976,1810.7121627102072,0.0,2.0,12.0,3.0,1.0,14,4,-10,0,0,0,0
892967,0,2,1,0,62028.0,False,8665.96,2,0,7,10392,10392.0,649,0.5833333333333334,2,4,0.5714204082798817,0.0624518854652436,1484.5502207111329,4.0,2.0,4.0,1.0,0.0,6,1,-5,0,0,0,0
312568,1,2,1,0,54850.0,False,8667.09,4,0,24,50306,50306.0,880,2.0,6,7,0.2916654513939525,0.017492943152918255,2096.074599689168,0.0,4.0,0.0,15.0,5.0,4,20,16,0,0,0,0
406287,1,2,1,0,47620.0,False,8668.61,0,0,11,20657,20657.0,0,0.9166666666666666,4,4,0.363633057881292,0.0,1877.8920191634622,0.0,0.0,0.0,5.0,6.0,0,11,11,1,1,1,0
294642,1,1,0,0,73510.0,True,8672.23,2,0,21,25711,25711.0,378,1.75,4,9,0.4285693877648202,0.014701878516191985,1224.3275032023657,0.0,7.0,2.0,8.0,4.0,9,12,3,0,0,0,0
848159,0,1,0,0,73510.0,True,8672.23,3,0,37,51977,51977.0,1344,3.0833333333333335,7,10,0.27026953981205454,0.025857590807746522,1404.779987081116,0.0,6.0,9.0,16.0,6.0,15,22,7,0,0,0,0
552747,1,1,0,0,73510.0,True,8672.81,0,0,8,11255,11255.0,1087,0.6666666666666666,3,4,0.499993750078124,0.09657929723163663,1406.8574142823215,0.0,0.0,0.0,3.0,5.0,0,8,8,0,0,0,0
765079,0,2,1,0,87676.0,False,8676.7,5,0,19,29314,29314.0,1170,1.5833333333333333,4,8,0.4210504155241288,0.03991266957797411,1542.833985084289,0.0,2.0,6.0,3.0,8.0,8,11,3,0,0,0,0
392785,1,2,1,0,77543.0,False,8678.51,2,0,27,36986,36986.0,0,2.25,5,8,0.2962951989066707,0.0,1369.8467783452654,0.0,3.0,7.0,9.0,8.0,10,17,7,0,0,0,0
512869,0,2,1,0,72769.0,False,8679.8,3,0,25,35213,35213.0,1544,2.0833333333333335,6,8,0.31999872000512,0.04384744258129827,1408.5143659425362,0.0,6.0,3.0,11.0,5.0,9,16,7,0,0,0,0
659400,1,2,1,0,72769.0,False,8679.8,5,0,27,28555,28555.0,432,2.25,6,9,0.3333320987700046,0.015128698948945196,1057.5886755974977,0.0,5.0,6.0,11.0,5.0,11,16,5,0,0,0,0
648533,0,0,1,0,40070.0,False,8682.23,3,0,20,32189,32189.0,1631,1.6666666666666667,5,7,0.34999825000874996,0.050669483206469655,1609.441952790236,0.0,6.0,0.0,7.0,7.0,6,14,8,0,0,0,0
326001,1,2,2,0,75152.0,False,8688.75,1,0,22,25346,25346.0,762,1.8333333333333333,6,7,0.31818037190740045,0.030063915292101652,1152.085672337853,0.0,2.0,10.0,8.0,2.0,12,10,-2,0,0,0,0
940249,0,2,1,0,67684.0,False,8694.0,0,0,10,11445,11445.0,0,0.8333333333333334,5,3,0.2999970000299997,0.0,1144.488555114449,0.0,0.0,0.0,3.0,7.0,0,10,10,0,0,0,0
367338,1,2,1,0,73287.0,False,8696.71,2,0,15,21887,21887.0,0,1.25,4,7,0.4666635555762962,0.0,1459.1236058426277,2.0,4.0,4.0,5.0,2.0,8,7,-1,0,0,0,0
894919,1,2,1,0,73287.0,False,8696.71,1,0,18,21433,21433.0,476,1.5,5,9,0.49999722223765425,0.022208743422718502,1190.715607135516,0.0,2.0,8.0,3.0,5.0,10,8,-2,0,0,0,0
662022,0,2,1,0,98806.0,False,8696.91,2,0,20,22193,22193.0,519,1.6666666666666667,4,6,0.29999850000749995,0.023385752158853006,1109.644451777741,2.0,5.0,4.0,7.0,4.0,9,11,2,0,0,0,0
178540,1,2,1,0,51142.0,False,8697.79,5,0,20,25682,25682.0,792,1.6666666666666667,5,6,0.29999850000749995,0.030838719605798925,1284.0935795321025,1.0,7.0,5.0,7.0,1.0,12,8,-4,0,0,0,0
879265,1,1,1,0,73510.0,True,8701.36,4,0,23,38584,38584.0,494,1.9166666666666667,4,10,0.43478071834470283,0.012803234468164955,1677.5579236612016,0.0,7.0,6.0,6.0,4.0,13,10,-3,0,0,0,0
264236,0,2,1,0,77200.0,False,8703.73,4,0,23,36184,36184.0,354,1.9166666666666667,6,8,0.3478245746757623,0.009783329621425687,1573.2105512584728,0.0,7.0,0.0,9.0,7.0,7,16,9,0,0,0,0
767672,1,2,1,0,59766.0,False,8704.28,5,0,23,33217,33217.0,358,1.9166666666666667,5,7,0.304346502841292,0.01077761383996865,1444.2111121255994,2.0,3.0,5.0,12.0,3.0,8,15,7,0,0,0,0
899958,1,1,0,0,73510.0,True,8708.02,3,0,27,41189,41189.0,1105,2.25,5,8,0.2962951989066707,0.026827550980049162,1525.5128684708575,0.0,6.0,7.0,9.0,5.0,13,14,1,0,0,0,0
235102,1,2,2,0,62308.0,False,8709.85,1,0,19,35129,35129.0,462,1.5833333333333333,5,7,0.36841911358361273,0.013151527190778198,1848.8850058683902,1.0,5.0,2.0,10.0,2.0,7,12,5,0,0,0,0
244475,1,2,1,0,99671.0,False,8711.3,1,0,25,43046,43046.0,481,2.0833333333333335,5,8,0.31999872000512,0.011174092804966564,1721.8331126675494,0.0,6.0,11.0,3.0,5.0,17,8,-9,0,0,0,0
349838,1,1,2,0,73510.0,True,8714.92,4,0,20,33905,33905.0,0,1.6666666666666667,5,7,0.34999825000874996,0.0,1695.241523792381,0.0,7.0,2.0,8.0,3.0,9,11,2,0,0,0,0
486139,0,1,2,0,73510.0,True,8714.92,1,0,13,21911,21911.0,0,1.0833333333333333,4,6,0.4615349112699133,0.0,1685.4485734725117,0.0,1.0,3.0,4.0,5.0,4,9,5,0,0,0,0
892022,0,1,2,0,73510.0,True,8714.92,4,0,23,27414,27414.0,840,1.9166666666666667,6,6,0.2608684310068217,0.030641278067260237,1191.9078612701685,0.0,3.0,6.0,10.0,4.0,9,14,5,0,0,0,0
214878,0,1,0,0,73510.0,True,8715.95,5,0,13,23972,23972.0,1108,1.0833333333333333,5,5,0.38461242605826107,0.04622059049632658,1843.985815493727,0.0,2.0,3.0,0.0,8.0,5,8,3,0,0,0,0
915902,0,2,0,0,52939.0,False,8716.37,0,0,9,15599,15599.0,0,0.75,5,3,0.33332962967078145,0.0,1733.2029644115066,0.0,0.0,0.0,5.0,4.0,0,9,9,0,0,0,0
241641,0,2,1,0,93261.0,False,8717.05,2,0,21,24568,24568.0,881,1.75,6,6,0.2857129251765468,0.03585965468959763,1169.8991909562335,0.0,4.0,3.0,9.0,5.0,7,14,7,0,0,0,0
838650,1,2,1,0,93261.0,False,8717.05,4,0,17,20336,20336.0,0,1.4166666666666667,4,8,0.47058546714431093,0.0,1196.2282574808385,1.0,4.0,4.0,4.0,5.0,8,9,1,0,0,0,0
911812,0,2,1,0,93261.0,False,8717.05,3,0,24,37014,37014.0,865,2.0,4,9,0.3749984375065104,0.02336953578816249,1542.2435739851085,0.0,6.0,8.0,6.0,4.0,14,10,-4,0,0,0,0
910969,1,1,1,0,73510.0,True,8717.56,3,0,25,35174,35174.0,512,2.0833333333333335,4,11,0.43999824000703996,0.014556206247352573,1406.9543721825112,0.0,4.0,9.0,8.0,4.0,13,12,-1,0,0,0,0
